ip,time,request,status,size,referrer,user_agent
176.212.0.44,2021-02-15 19:12:32,GET /cart.do?action=remove&itemId=EST-17&productId=FI-AG-G08&JSESSIONID=SD9SL8FF10ADFF5186 HTTP 1.1,200,692,http://www.buttercupgames.com/oldlink?itemId=EST-17,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3"
91.205.189.27,2021-02-15 19:14:57,GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,2761,http://www.google.com,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
91.205.189.27,2021-02-15 19:14:57,GET /product.screen?productId=FI-AG-G08&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,3913,http://www.buttercupgames.com/oldlink?itemId=EST-15,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
91.205.189.27,2021-02-15 19:14:59,GET /category.screen?categoryId=SHOOTER&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,3840,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-15&productId=WC-SH-G04,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
91.205.189.27,2021-02-15 19:15:00,POST /product.screen?productId=FI-AG-G08&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,3603,http://www.buttercupgames.com/category.screen?categoryId=ARCADE,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
91.205.189.27,2021-02-15 19:15:01,POST /cart.do?action=addtocart&itemId=EST-13&productId=FI-AG-G08&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,2353,http://www.buttercupgames.com/product.screen?productId=FI-AG-G08,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
91.205.189.27,2021-02-15 19:15:03,POST /cart.do?action=purchase&itemId=EST-13&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,847,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-13&categoryId=ARCADE&productId=FI-AG-G08,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
91.205.189.27,2021-02-15 19:15:03,POST /cart/error.do?msg=FormError&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,1100,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
91.205.189.27,2021-02-15 19:15:01,GET /product.screen?productId=MB-AG-T01&JSESSIONID=SD7SL10FF8ADFF5200 HTTP 1.1,200,3211,http://www.buttercupgames.com/product.screen?productId=MB-AG-T01,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:08,GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,3438,http://www.bing.com,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:08,POST /oldlink?itemId=EST-19&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,295,http://www.buttercupgames.com/category.screen?categoryId=TEE,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:10,GET /oldlink?itemId=EST-19&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,1221,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-19&productId=WC-SH-T02,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:11,GET /cart.do?action=view&itemId=EST-16&productId=DB-SG-G01&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,1055,http://www.buttercupgames.com/product.screen?productId=DB-SG-G01,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:12,POST /category.screen?categoryId=ARCADE&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,3840,http://www.buttercupgames.com/product.screen?productId=BS-AG-G09,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:12,GET /oldlink?itemId=EST-15&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,984,http://www.buttercupgames.com/category.screen?categoryId=STRATEGY,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:14,GET /category.screen?categoryId=SPORTS&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,3817,http://www.buttercupgames.com/oldlink?itemId=EST-21,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:14,GET /passwords.pdf?JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,404,3571,http://www.buttercupgames.com/category.screen?categoryId=NULL,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:15,GET /oldlink?itemId=EST-13&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,1842,http://www.buttercupgames.com/product.screen?productId=MB-AG-T01,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
118.142.68.222,2021-02-15 19:16:15,GET /oldlink?itemId=EST-14&JSESSIONID=SD8SL7FF10ADFF5201 HTTP 1.1,200,1568,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-14&productId=WC-SH-G04,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.28) Gecko/20120306 YFF3 Firefox/3.6.28 ( .NET CLR 3.5.30729; .NET4.0C)
142.233.200.21,2021-02-15 19:20:12,POST /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD6SL8FF4ADFF5218 HTTP 1.1,200,1923,http://www.buttercupgames.com,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
142.233.200.21,2021-02-15 19:20:13,GET show.do?productId=SF-BVS-01&JSESSIONID=SD6SL8FF4ADFF5218 HTTP 1.1,404,1329,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-13,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
217.197.192.20,2021-02-15 19:24:42,GET /oldlink?itemId=EST-6&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1192,http://www.buttercupgames.com,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:43,GET /cart.do?action=changequantity&itemId=EST-13&productId=WC-SH-A01&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1528,http://www.buttercupgames.com/cart.do?action=changequantity&itemId=EST-13&productId=WC-SH-A01,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:44,GET /category.screen?categoryId=TEE&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,2680,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-27&productId=WC-SH-T02,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:45,GET /cart.do?action=changequantity&itemId=EST-13&productId=FI-AG-G08&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,847,http://www.buttercupgames.com/oldlink?itemId=EST-13,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:46,GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1091,http://www.buttercupgames.com/oldlink?itemId=EST-27,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:47,GET /product.screen?productId=DC-SG-G02&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1331,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-16&productId=DC-SG-G02,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:48,GET /category.screen?categoryId=NULL&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,400,892,http://www.buttercupgames.com/category.screen?categoryId=NULL,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:48,GET /oldlink?itemId=EST-26&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1652,http://www.buttercupgames.com/product.screen?productId=SC-MG-G10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:50,POST /product.screen?productId=DB-SG-G01&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,2142,http://www.buttercupgames.com/category.screen?categoryId=STRATEGY,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:51,POST /cart.do?action=addtocart&itemId=EST-7&productId=DB-SG-G01&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1794,http://www.buttercupgames.com/product.screen?productId=DB-SG-G01,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:51,POST /cart.do?action=purchase&itemId=EST-7&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1916,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-7&categoryId=STRATEGY&productId=DB-SG-G01,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:52,POST /cart/success.do?JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,1950,http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:51,GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,918,http://www.buttercupgames.com/oldlink?itemId=EST-18,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:51,POST /cart.do?action=addtocart&itemId=EST-7&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,500,1681,http://www.buttercupgames.com/category.screen?categoryId=NULL,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
217.197.192.20,2021-02-15 19:24:51,GET /category.screen?categoryId=ARCADE&JSESSIONID=SD3SL10FF7ADFF5228 HTTP 1.1,200,3171,http://www.buttercupgames.com/oldlink?itemId=EST-7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS)
49.212.64.138,2021-02-15 19:31:09,GET /category.screen?categoryId=ACCESSORIES&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,1158,http://www.bing.com,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:09,GET /oldlink?itemId=EST-6&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,675,http://www.buttercupgames.com/product.screen?productId=MB-AG-T01,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:10,GET /category.screen?categoryId=STRATEGY&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,3647,http://www.buttercupgames.com/category.screen?categoryId=STRATEGY,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:10,GET /product.screen?productId=PZ-SG-G05&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,1665,http://www.buttercupgames.com/cart.do?action=view&itemId=EST-27&productId=PZ-SG-G05,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:11,GET /product.screen?productId=BS-AG-G09&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,968,http://www.buttercupgames.com/product.screen?productId=BS-AG-G09,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:11,GET /cart.do?action=view&itemId=EST-7&productId=WC-SH-T02&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,950,http://www.buttercupgames.com/oldlink?itemId=EST-7,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:12,GET /oldlink?itemId=EST-18&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,508,http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-18&productId=WC-SH-A02,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:12,GET /oldlink?itemId=EST-16&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,2837,http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
49.212.64.138,2021-02-15 19:31:13,POST /oldlink?itemId=EST-6&JSESSIONID=SD0SL2FF8ADFF5248 HTTP 1.1,200,437,http://www.buttercupgames.com/product.screen?productId=CU-PG-G06,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; MS-RTC LM 8; InfoPath.2)
196.28.38.71,2021-02-15 19:35:00,GET /product.screen?productId=WC-SH-G04&JSESSIONID=SD2SL2FF6ADFF5267 HTTP 1.1,200,1728,http://www.google.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
196.28.38.71,2021-02-15 19:35:01,GET /cart.do?action=remove&itemId=EST-26&productId=WC-SH-T02&JSESSIONID=SD2SL2FF6ADFF5267 HTTP 1.1,200,2264,http://www.buttercupgames.com/category.screen?categoryId=TEE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
196.28.38.71,2021-02-15 19:35:01,GET /cart.do?action=addtocart&itemId=EST-27&productId=WC-SH-T02&JSESSIONID=SD2SL2FF6ADFF5267 HTTP 1.1,200,1489,http://www.buttercupgames.com/category.screen?categoryId=TEE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
196.28.38.71,2021-02-15 19:35:02,GET /oldlink?itemId=EST-18&JSESSIONID=SD2SL2FF6ADFF5267 HTTP 1.1,500,470,http://www.buttercupgames.com/oldlink?itemId=EST-18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.5 Safari/534.55.3"
